,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
7203,1316,0.0873,0.0272,0.597,-2.208737,-1.3186221,11178.61,KLF6,KLF transcription factor 6
7206,100310756,0.0874,0.0273,0.2646,2.207889,0.5841568,92.44,LOC100310756,uncharacterized LOC100310756
7207,653712,0.0875,0.0273,0.5768,-2.207525,-1.2732471,23.68,IFT122P3,IFT122 pseudogene 3
7208,8437,0.0875,0.0273,0.2943,2.207555,0.649666,1546.9,RASAL1,RAS protein activator like 1
7211,105370614,0.0876,0.0273,0.4059,-2.206773,-0.8957659,115.8,LOC105370614,uncharacterized LOC105370614
7212,728656,0.0876,0.0273,0.695,-2.206693,-1.5337309,16.13,DMRTC1B,DMRT like family C1B
7213,56136,0.0877,0.0273,0.4268,2.206514,0.9416357,92.32,PCDHA13,protocadherin alpha 13
7214,6450,0.0877,0.0274,0.4452,-2.206151,-0.9822885,44.67,SH3BGR,SH3 domain binding glutamate rich protein
7215,285429,0.0878,0.0274,0.4233,-2.205729,-0.9336356,21.51,DCAF4L1,DDB1 and CUL4 associated factor 4 like 1
7217,105378480,0.0881,0.0275,0.675,2.204416,1.4880605,22.82,LOC105378480,uncharacterized LOC105378480
7218,400604,0.0881,0.0275,0.4788,-2.204317,-1.0554701,31.78,TOB1-AS1,TOB1 antisense RNA 1
7220,105370485,0.0881,0.0275,0.9501,-2.204198,-2.0941318,40.24,LOC105370485,uncharacterized LOC105370485
7221,2670,0.0881,0.0275,0.3412,-2.204025,-0.751928,97.43,GFAP,glial fibrillary acidic protein
7223,521,0.0882,0.0275,0.2816,2.20371,0.620528,89.87,ATP5ME,ATP synthase membrane subunit e
7226,102724852,0.0884,0.0276,0.7846,-2.202401,-1.7279997,173.35,LOC102724852,replaced by ID 100033819
7227,11326,0.0884,0.0276,0.4979,2.202368,1.0964692,387.96,VSIG4,V-set and immunoglobulin domain containing 4
7229,107987250,0.0885,0.0277,0.2416,2.201994,0.5319702,172.08,LOC107987250,
7231,84823,0.0885,0.0277,0.2611,2.201774,0.574904,749.63,LMNB2,lamin B2
7232,101927943,0.0885,0.0277,0.4278,-2.2016,-0.9419176,61.27,SETBP1-DT,SETBP1 divergent transcript
7233,107986008,0.0886,0.0277,0.3183,-2.201316,-0.7005759,57.57,LOC107986008,
7234,55199,0.0887,0.0278,0.2717,2.20057,0.5978925,222.84,FAM86C1P,"family with sequence similarity 86 member C1, pseudogene"
7239,105377399,0.089,0.0279,0.4601,-2.199005,-1.0118255,21.15,LOC105377399,uncharacterized LOC105377399
7240,51320,0.089,0.0279,0.2619,2.198957,0.5758827,1610.57,MEX3C,mex-3 RNA binding family member C
7241,90060,0.089,0.0279,0.2388,2.198964,0.5250465,218.47,CCDC120,coiled-coil domain containing 120
7242,2987,0.089,0.0279,0.2319,2.198784,0.5099999,1513.27,GUK1,guanylate kinase 1
7243,105374103,0.0891,0.0279,0.6601,-2.198425,-1.4512514,24.11,LOC105374103,
7244,406991,0.0891,0.0279,0.6436,-2.198319,-1.4148514,108.35,MIR21,microRNA 21
7245,57719,0.0892,0.028,0.2286,2.197741,0.5024702,228.75,ANO8,anoctamin 8
7248,29919,0.0893,0.028,0.2467,2.197333,0.5419878,973.96,RMC1,regulator of MON1-CCZ1
7249,10198,0.0894,0.028,0.2852,-2.196827,-0.626479,1212.59,MPHOSPH9,M-phase phosphoprotein 9
7250,100616166,0.0894,0.028,0.4703,-2.196762,-1.0330748,17.9,MIR4796,microRNA 4796
7252,10452,0.0897,0.0281,0.236,2.195557,0.5181857,554.11,TOMM40,translocase of outer mitochondrial membrane 40
7253,100506368,0.0897,0.0281,0.5235,-2.195454,-1.1493403,23.74,FZD4-DT,FZD4 divergent transcript
7254,1612,0.0897,0.0281,0.2341,-2.195282,-0.513999,1961.33,DAPK1,death associated protein kinase 1
7255,100507506,0.0897,0.0282,0.5537,-2.195144,-1.2154644,10.54,ECI2-DT,ECI2 divergent transcript
7257,2191,0.0897,0.0282,0.6233,2.194892,1.3681663,495.51,FAP,fibroblast activation protein alpha
7258,105377684,0.0898,0.0282,0.7609,-2.194793,-1.6700433,18.12,LOC105377684,uncharacterized LOC105377684
7259,101927318,0.0898,0.0282,0.6077,2.194695,1.3337336,9.2,AQP5-AS1,AQP5 and AQP2 antisense RNA 2
7261,392,0.09,0.0283,0.23,2.193599,0.5045325,1818.67,ARHGAP1,Rho GTPase activating protein 1
7262,3752,0.09,0.0283,0.6471,-2.193456,-1.4194846,110.29,KCND3,potassium voltage-gated channel subfamily D member 3
7263,79608,0.09,0.0283,0.278,-2.193239,-0.6097816,2170.85,RIC3,RIC3 acetylcholine receptor chaperone
7267,19,0.0901,0.0283,0.2524,2.19294,0.5535391,4887.47,ABCA1,ATP binding cassette subfamily A member 1
7268,541471,0.0901,0.0283,0.3672,2.192842,0.805172,1234.85,MIR4435-2HG,MIR4435-2 host gene
7269,3769,0.0901,0.0283,0.2553,-2.192747,-0.5598564,498.65,KCNJ13,potassium inwardly rectifying channel subfamily J member 13
7270,9855,0.0901,0.0283,0.2599,-2.192767,-0.5698987,613.64,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2"
7271,58527,0.0903,0.0284,0.2916,2.191888,0.639072,320.64,ABRACL,ABRA C-terminal like
7274,54894,0.0905,0.0285,0.2468,2.19075,0.540665,385.46,RNF43,ring finger protein 43
7275,23580,0.0905,0.0285,0.2401,2.190748,0.5259369,1701.03,CDC42EP4,CDC42 effector protein 4
7276,79590,0.0905,0.0285,0.2672,2.19064,0.5853907,257.84,MRPL24,mitochondrial ribosomal protein L24
7279,107985031,0.0906,0.0285,0.414,2.189919,0.9065923,52.71,LOC107985031,uncharacterized LOC107985031
7281,107986189,0.0907,0.0286,0.3616,-2.189562,-0.7916966,88.83,LOC107986189,
7282,51251,0.0907,0.0286,0.2349,2.189582,0.5144299,1023.49,NT5C3A,"5'-nucleotidase, cytosolic IIIA"
7283,84336,0.0907,0.0286,0.2349,2.189533,0.5143067,743.1,TMEM101,transmembrane protein 101
7284,101929577,0.0907,0.0286,0.5601,-2.189296,-1.2262735,22.45,LOC101929577,uncharacterized LOC101929577
7285,65217,0.0907,0.0286,0.7569,2.189348,1.6571864,23.15,PCDH15,protocadherin related 15
7291,105374187,0.0908,0.0286,0.2675,-2.188568,-0.5854213,157.43,LOC105374187,uncharacterized LOC105374187
7294,64093,0.0911,0.0287,0.6368,-2.187202,-1.3927243,168.06,SMOC1,SPARC related modular calcium binding 1
7297,4043,0.0912,0.0288,0.2426,2.186602,0.5304321,2359.58,LRPAP1,LDL receptor related protein associated protein 1
7299,219899,0.0913,0.0288,0.2346,-2.18593,-0.5128434,2199.33,TBCEL,tubulin folding cofactor E like
7301,79877,0.0915,0.0289,0.2897,2.184992,0.6330805,1004.06,DCAKD,dephospho-CoA kinase domain containing
7304,105377945,0.0915,0.0289,0.3637,2.18455,0.7944819,744.51,LOC105377945,uncharacterized LOC105377945
7305,1359,0.0915,0.0289,0.9351,2.184481,2.0426689,25.5,CPA3,carboxypeptidase A3
7307,107984242,0.0916,0.0289,1.0073,2.184184,2.2001228,21.56,LOC107984242,uncharacterized LOC107984242
7308,285025,0.0916,0.029,0.7589,-2.183914,-1.6573547,315.39,CCDC141,coiled-coil domain containing 141
7309,6608,0.0917,0.029,0.3251,-2.183804,-0.709972,512.74,SMO,"smoothened, frizzled class receptor"
7310,105375980,0.0917,0.029,0.7148,-2.183495,-1.56075,15.24,LOC105375980,uncharacterized LOC105375980
7311,9854,0.0917,0.029,0.3022,2.183542,0.659917,205.69,C2CD2L,C2CD2 like
7314,91543,0.0918,0.029,0.7725,2.182815,1.6862968,1227.19,RSAD2,radical S-adenosyl methionine domain containing 2
7315,85456,0.092,0.0291,0.2805,2.181997,0.6120786,3128.47,TNKS1BP1,tankyrase 1 binding protein 1
7317,107985029,0.0921,0.0292,0.501,-2.181319,-1.0927348,150.0,LOC107985029,uncharacterized LOC107985029
7319,101927659,0.0922,0.0292,0.3494,-2.181021,-0.7619877,79.6,SMAD1-AS2,SMAD1 antisense RNA 2
7320,8705,0.0922,0.0292,0.2923,2.180954,0.6374328,180.13,B3GALT4,"beta-1,3-galactosyltransferase 4"
7321,3797,0.0922,0.0292,0.3578,-2.180796,-0.7801875,222.98,KIF3C,kinesin family member 3C
7322,100505678,0.0923,0.0292,0.3963,-2.180502,-0.8641612,339.81,STARD4-AS1,STARD4 antisense RNA 1
7324,101928095,0.0923,0.0292,0.4173,-2.180167,-0.9097988,40.66,LOC101928095,uncharacterized LOC101928095
7327,80148,0.0923,0.0293,0.245,-2.17999,-0.5340319,937.23,SLC66A2,solute carrier family 66 member 2
7329,57576,0.0924,0.0293,0.4376,-2.179564,-0.9536922,73.03,KIF17,kinesin family member 17
7331,10094,0.0924,0.0293,0.3583,2.179391,0.7808196,1802.97,ARPC3,actin related protein 2/3 complex subunit 3
7332,8996,0.0925,0.0293,0.2561,2.179049,0.558096,364.31,NOL3,nucleolar protein 3
7333,5111,0.0925,0.0293,0.3319,2.17889,0.7231312,1553.33,PCNA,proliferating cell nuclear antigen
7335,107984591,0.0925,0.0294,0.4876,-2.178613,-1.0622618,97.47,LOC107984591,uncharacterized LOC107984591
7336,80115,0.0926,0.0294,0.3035,-2.178163,-0.6611703,49.18,BAIAP2L2,BAR/IMD domain containing adaptor protein 2 like 2
7337,5783,0.0927,0.0294,0.3219,-2.177813,-0.7011375,4679.42,PTPN13,protein tyrosine phosphatase non-receptor type 13
7339,105371856,0.0928,0.0294,0.4079,2.177488,0.8881735,77.39,LOC105371856,uncharacterized LOC105371856
7341,165904,0.0929,0.0295,0.398,2.176756,0.8663005,31.44,XIRP1,xin actin binding repeat containing 1
7343,105370579,0.093,0.0295,0.2589,-2.176294,-0.5635158,55.06,LOC105370579,uncharacterized LOC105370579
7344,113189,0.093,0.0295,0.3676,-2.17623,-0.7999725,199.35,CHST14,carbohydrate sulfotransferase 14
7345,8794,0.0931,0.0296,0.6123,2.17581,1.3322646,234.49,TNFRSF10C,TNF receptor superfamily member 10c
7348,101927479,0.0932,0.0296,0.4378,2.175303,0.9522626,148.24,EPHA2-AS1,EPHA2 antisense RNA 1
7349,105374343,0.0932,0.0296,0.9037,-2.175229,-1.9656686,41.6,LOC105374343,uncharacterized LOC105374343
7350,6446,0.0932,0.0296,0.5598,-2.17475,-1.2173528,3672.39,SGK1,serum/glucocorticoid regulated kinase 1
7351,10981,0.0932,0.0296,0.3789,2.174737,0.8239102,223.22,RAB32,"RAB32, member RAS oncogene family"
7352,80832,0.0934,0.0297,0.6024,2.174243,1.3098185,207.33,APOL4,apolipoprotein L4
7353,107986924,0.0934,0.0297,1.0647,-2.173902,-2.3144613,181.21,LOC107986924,uncharacterized LOC107986924
7354,163071,0.0935,0.0297,0.4934,2.173689,1.072422,302.54,ZNF114,zinc finger protein 114
7355,283385,0.0935,0.0297,0.3543,-2.173593,-0.7700148,56.46,MORN3,MORN repeat containing 3
7356,100506801,0.0936,0.0298,0.3312,2.172808,0.7196768,190.63,ECE1-AS1,ECE1 antisense RNA 1
7357,8808,0.0936,0.0298,0.4093,2.172824,0.8893737,535.23,IL1RL2,interleukin 1 receptor like 2
7359,27127,0.0937,0.0298,0.3623,-2.172311,-0.787058,73.45,SMC1B,structural maintenance of chromosomes 1B
7360,102724122,0.0937,0.0298,0.9031,-2.17222,-1.961673,11.82,LOC102724122,uncharacterized LOC102724122
7364,2678,0.0938,0.0299,0.3139,2.171732,0.6818127,379.42,GGT1,gamma-glutamyltransferase 1
7365,105372708,0.0939,0.0299,0.3861,-2.171228,-0.8384044,38.22,LOC105372708,uncharacterized LOC105372708
7366,401554,0.094,0.0299,0.5062,-2.170843,-1.0988824,25.38,GPRACR,GPR107 adjacent cis regulating lncRNA
7369,101929335,0.0941,0.03,0.3972,2.170035,0.8620324,134.67,ADAMTS9-AS1,ADAMTS9 antisense RNA 1
7371,112268148,0.0943,0.0301,0.3581,-2.169128,-0.7768152,97.52,LOC112268148,uncharacterized LOC112268148
7372,100505483,0.0945,0.0301,0.3103,-2.168435,-0.672912,43.72,PRKAG2-AS1,PRKAG2 antisense RNA 1
7373,112268418,0.0946,0.0302,0.4333,-2.168054,-0.9393482,25.8,LOC112268418,uncharacterized LOC112268418
7374,105373027,0.0946,0.0302,0.4614,-2.167977,-1.0003773,23.2,LOC105373027,uncharacterized LOC105373027
7375,101928504,0.0946,0.0302,0.4176,-2.167846,-0.9052268,33.65,GTF2A1-AS1,GTF2A1 antisense RNA 1
7377,284615,0.0947,0.0302,0.4637,-2.167334,-1.0050736,33.96,ANKRD34A,ankyrin repeat domain 34A
7380,105377382,0.0949,0.0303,0.9225,-2.166392,-1.9985135,30.86,LOC105377382,uncharacterized LOC105377382
7382,100505676,0.0949,0.0303,0.3799,-2.16622,-0.8229605,36.92,RRS1-DT,RRS1 divergent transcript
7383,107984111,0.0949,0.0303,1.0167,2.166049,2.202281,17.4,LOC107984111,
7385,100499194,0.095,0.0303,0.6777,-2.165611,-1.4675475,29.72,LINC02992,long intergenic non-protein coding RNA 2992
7386,105378668,0.0951,0.0304,0.7427,-2.165125,-1.6081299,13.36,MYCL-AS1,MYCL antisense RNA 1
7387,692058,0.0951,0.0304,0.5252,-2.165144,-1.1370824,24.79,SNORD11,"small nucleolar RNA, C/D box 11"
7388,26811,0.0951,0.0304,0.3974,2.165037,0.8604717,44.91,SNORD55,"small nucleolar RNA, C/D box 55"
7389,55231,0.0951,0.0304,0.5185,-2.164895,-1.1225796,41.49,CCDC87,coiled-coil domain containing 87
7390,100506473,0.0951,0.0304,0.2664,-2.164587,-0.5765662,149.65,C2orf49-DT,C2orf49 divergent transcript
7391,759,0.0951,0.0304,0.3191,2.164552,0.6906116,212.85,CA1,carbonic anhydrase 1
7393,135154,0.0952,0.0304,0.3066,2.164429,0.6636607,82.83,SDHAF4,succinate dehydrogenase complex assembly factor 4
7395,105379283,0.0952,0.0305,0.2987,2.164044,0.6462988,64.26,LOC105379283,uncharacterized LOC105379283
7396,54715,0.0953,0.0305,0.6234,-2.16372,-1.3489386,15.6,RBFOX1,RNA binding fox-1 homolog 1
7398,286676,0.0953,0.0305,0.2944,2.163437,0.6369183,465.91,ILDR1,immunoglobulin like domain containing receptor 1
7399,2101,0.0955,0.0306,0.3195,2.162834,0.6909685,562.64,ESRRA,estrogen related receptor alpha
7400,55168,0.0956,0.0306,0.2343,2.162138,0.5065106,189.17,MRPS18A,mitochondrial ribosomal protein S18A
7401,100506025,0.0956,0.0306,0.4338,-2.162095,-0.9379935,25.84,CRPPA-AS1,CRPPA antisense RNA 1
7407,55356,0.0958,0.0307,0.3379,-2.161095,-0.7302408,358.53,SLC22A15,solute carrier family 22 member 15
7408,105374013,0.0958,0.0307,0.3191,-2.160858,-0.6896029,1167.87,LOC105374013,
7409,283089,0.0958,0.0307,0.6068,-2.160822,-1.3111518,17.18,WDR11-DT,WDR11 divergent transcript
7410,89782,0.0958,0.0307,0.2596,-2.160687,-0.5608285,584.8,LMLN,leishmanolysin like peptidase
7411,283521,0.0958,0.0307,0.9003,-2.160662,-1.9451485,33.79,TMEM272,transmembrane protein 272
7414,51282,0.0958,0.0307,0.2443,2.160466,0.5277507,266.48,SCAND1,SCAN domain containing 1
7415,9352,0.096,0.0308,0.3226,-2.159836,-0.6967531,3909.72,TXNL1,thioredoxin like 1
7416,6094,0.096,0.0308,0.3536,2.159568,0.7635464,52.25,ROM1,retinal outer segment membrane protein 1
7417,100033821,0.0961,0.0308,0.4733,-2.15943,-1.0221134,22.14,SNORD116-29,"small nucleolar RNA, C/D box 116-29"
7418,28966,0.0963,0.0309,0.2549,2.158326,0.550186,1167.79,SNX24,sorting nexin 24
7419,54839,0.0963,0.0309,0.2739,-2.158296,-0.5911794,300.15,LRRC49,leucine rich repeat containing 49
7422,105375359,0.0964,0.031,0.4582,-2.157651,-0.9886633,64.68,LOC105375359,uncharacterized LOC105375359
7425,102724919,0.0965,0.031,0.2571,-2.157275,-0.5546159,60.5,PDC-AS1,PDC antisense RNA 1
7426,23171,0.0965,0.031,0.3554,-2.157118,-0.766565,3585.19,GPD1L,glycerol-3-phosphate dehydrogenase 1 like
7428,25796,0.0965,0.031,0.2671,2.157169,0.5762328,373.29,PGLS,6-phosphogluconolactonase
7429,1410,0.0965,0.031,0.4844,-2.156867,-1.0448404,2215.93,CRYAB,crystallin alpha B
7431,27235,0.0966,0.031,0.2691,2.156637,0.5803694,386.81,COQ2,"coenzyme Q2, polyprenyltransferase"
7432,114915,0.0966,0.0311,0.3003,2.156298,0.6476416,365.45,EPB41L4A-AS1,EPB41L4A antisense RNA 1
7433,100288695,0.0966,0.0311,0.3789,2.156178,0.8169707,313.01,LIMS4,LIM zinc finger domain containing 4
7434,100507530,0.0967,0.0311,0.2427,-2.156033,-0.5231976,82.52,MCPH1-AS1,MCPH1 antisense RNA 1
7440,107987106,0.097,0.0312,0.7627,2.1545,1.643201,20.54,CT70,cancer/testis associated transcript 70
7442,107986334,0.097,0.0312,0.4322,-2.1543,-0.9311886,131.91,LOC107986334,uncharacterized LOC107986334
7443,4916,0.097,0.0312,0.5331,-2.154203,-1.1485119,177.73,NTRK3,neurotrophic receptor tyrosine kinase 3
7445,285600,0.0971,0.0313,0.2659,-2.153785,-0.5726876,1358.06,KIAA0825,KIAA0825
7446,105375964,0.0971,0.0313,0.4294,-2.153605,-0.9247814,64.79,LOC105375964,uncharacterized LOC105375964
7447,10451,0.0971,0.0313,0.4364,-2.153483,-0.9398174,912.91,VAV3,vav guanine nucleotide exchange factor 3
7448,5053,0.0971,0.0313,0.5511,-2.153535,-1.1868127,21.19,PAH,phenylalanine hydroxylase
7449,2584,0.0971,0.0313,0.3235,2.153227,0.6966513,114.57,GALK1,galactokinase 1
7452,4055,0.0975,0.0314,0.2657,2.151412,0.571731,879.94,LTBR,lymphotoxin beta receptor
7455,112268066,0.0977,0.0315,0.7093,-2.150678,-1.5254833,10.13,LOC112268066,
7456,112267869,0.0977,0.0315,0.5412,-2.150603,-1.1638584,12.58,LOC112267869,
7457,826,0.0977,0.0315,0.2435,2.150577,0.5236723,4549.36,CAPNS1,calpain small subunit 1
7458,4669,0.0978,0.0315,0.2921,2.150089,0.6279429,724.07,NAGLU,N-acetyl-alpha-glucosaminidase
7459,91370,0.0978,0.0315,0.5786,2.150136,1.2440326,19.94,LIF-AS2,LIF antisense RNA 2
7460,137994,0.0978,0.0316,0.4115,-2.149864,-0.8846114,146.14,LETM2,leucine zipper and EF-hand containing transmembrane protein 2
7461,9751,0.0978,0.0316,0.3004,-2.149824,-0.6458528,379.49,SNPH,syntaphilin
7462,100287227,0.0979,0.0316,0.5273,2.149629,1.133453,93.15,TIPARP-AS1,TIPARP antisense RNA 1
7463,101928943,0.098,0.0316,0.375,-2.149134,-0.8058691,31.39,MADD-AS1,MADD antisense RNA 1
7464,100128386,0.098,0.0316,0.4528,2.14882,0.9730839,39.53,ARHGAP42-AS1,ARHGAP42 antisense RNA 1
7465,84940,0.0981,0.0317,0.699,-2.148275,-1.5016766,1468.77,CORO6,coronin 6
7469,107987049,0.0983,0.0318,0.6751,-2.147477,-1.4498522,11.19,LOC107987049,uncharacterized LOC107987049
7470,100033439,0.0984,0.0318,0.4099,-2.147111,-0.8801646,55.56,SNORD116-27,"small nucleolar RNA, C/D box 116-27"
7471,100128882,0.0985,0.0318,0.3731,-2.146634,-0.8009503,59.89,ZFPM1-AS1,ZFPM1 antisense RNA 1
7472,100506504,0.0985,0.0318,0.2634,-2.146546,-0.5653228,64.77,PRKCZ-AS1,PRKCZ antisense RNA 1
7473,339451,0.0986,0.0319,0.3002,2.145903,0.6442172,61.29,KLHL17,kelch like family member 17
7474,389791,0.0986,0.0319,0.5691,2.145784,1.2212426,14.14,PTGES2-AS1,PTGES2 antisense RNA 1 (head to head)
7476,477,0.0987,0.0319,0.4949,-2.145394,-1.0616821,118.89,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2
7478,104054148,0.0987,0.0319,0.693,-2.145325,-1.486807,31.31,LOC104054148,uncharacterized LOC104054148
7480,105373973,0.0987,0.0319,0.5634,-2.145038,-1.2086001,54.03,LOC105373973,uncharacterized LOC105373973
7483,102724808,0.099,0.0321,0.3168,-2.143761,-0.6791531,103.31,LOC102724808,uncharacterized LOC102724808
7486,26511,0.0991,0.0321,0.2507,-2.143419,-0.5372499,1529.0,CHIC2,cysteine rich hydrophobic domain 2
7487,105376034,0.0992,0.0321,0.9266,-2.142984,-1.9857939,8.93,LOC105376034,uncharacterized LOC105376034
7488,2203,0.0992,0.0321,0.3822,2.142951,0.8190146,523.78,FBP1,fructose-bisphosphatase 1
7489,127550,0.0992,0.0321,0.7532,-2.142766,-1.6139696,9.51,A3GALT2,"alpha 1,3-galactosyltransferase 2"
7491,120406,0.0992,0.0321,0.4777,-2.14266,-1.0236109,29.26,NXPE2,neurexophilin and PC-esterase domain family member 2
7492,64518,0.0992,0.0321,0.6076,-2.142855,-1.3019593,24.18,TEKT3,tektin 3
7493,112268199,0.0992,0.0321,0.2651,2.14279,0.5681418,276.48,LOC112268199,uncharacterized LOC112268199
7494,3756,0.0992,0.0322,0.2633,-2.142491,-0.5640291,119.53,KCNH1,potassium voltage-gated channel subfamily H member 1
7496,107984192,0.0993,0.0322,0.881,-2.141897,-1.8871006,13.04,LOC107984192,uncharacterized LOC107984192
7497,105379252,0.0993,0.0322,0.5906,-2.141796,-1.2648918,34.27,LOC105379252,family with sequence similarity 95 member B1-like
7498,107984741,0.0994,0.0322,0.3188,-2.14153,-0.6826423,103.84,LOC107984741,replaced by ID 373509
7500,107985054,0.0994,0.0322,0.4629,-2.141372,-0.9913161,69.21,LOC107985054,
7501,23136,0.0994,0.0323,0.537,-2.141234,-1.1499181,558.06,EPB41L3,erythrocyte membrane protein band 4.1 like 3
7502,114118903,0.0995,0.0323,0.5807,2.140939,1.2432137,134.94,ARHGAP11A-SCG5,ARHGAP11A-SCG5 readthrough
7507,105375470,0.0997,0.0324,0.7577,-2.139879,-1.6213647,26.56,LOC105375470,uncharacterized LOC105375470
7508,89891,0.0997,0.0324,0.2554,2.139641,0.5464608,756.8,DYNC2I2,dynein 2 intermediate chain 2
7510,3856,0.0998,0.0324,0.3998,2.139041,0.8550947,11058.9,KRT8,keratin 8
7513,101927980,0.1,0.0325,0.61,-2.138402,-1.3044644,15.99,SLC14A2-AS1,SLC14A2 antisense RNA 1
7514,3396,0.1,0.0325,0.2689,2.138311,0.5749752,186.27,MRPL58,mitochondrial ribosomal protein L58
7516,107983996,0.1,0.0325,0.4576,2.137936,0.9783842,33.43,LOC107983996,replaced by ID 105371856
7517,105372777,0.1,0.0325,1.0395,2.137959,2.2223723,19.22,LOC105372777,uncharacterized LOC105372777
7518,105369306,0.1,0.0325,0.6688,-2.13802,-1.4299205,15.63,LOC105369306,uncharacterized LOC105369306
7519,147429,0.1,0.0326,0.7606,-2.137434,-1.6258239,22.69,AQP4-AS1,AQP4 antisense RNA 1
7520,100507066,0.1,0.0326,0.2778,-2.13729,-0.5937837,198.24,CLIP1-AS1,CLIP1 antisense RNA 1
7521,23550,0.1,0.0326,0.2887,-2.136929,-0.6170329,3601.2,PSD4,pleckstrin and Sec7 domain containing 4
7522,101927972,0.1,0.0326,0.3753,-2.136843,-0.8020591,80.47,FARS2-AS1,FARS2 antisense RNA 1
7523,439950,0.1,0.0326,0.4801,-2.13684,-1.0259485,107.95,CELF2-AS2,CELF2 antisense RNA 2
7524,4598,0.1,0.0326,0.236,2.136939,0.5043499,576.46,MVK,mevalonate kinase
7525,1793,0.1,0.0326,0.2838,-2.136648,-0.6063008,7311.49,DOCK1,dedicator of cytokinesis 1
7526,7421,0.1,0.0327,0.5787,2.135696,1.2359251,412.15,VDR,vitamin D receptor
7527,10501,0.1,0.0327,0.3364,2.1357,0.7185173,106.45,SEMA6B,semaphorin 6B
7528,105377016,0.1,0.0327,0.5359,-2.135542,-1.1445012,865.16,LOC105377016,uncharacterized LOC105377016
7531,26289,0.101,0.0327,0.3886,-2.135196,-0.8297245,37.11,AK5,adenylate kinase 5
7532,222161,0.101,0.0328,0.3087,2.134679,0.6589304,708.53,DKFZP586I1420,uncharacterized protein DKFZp586I1420
7536,388650,0.101,0.0329,0.3177,-2.132902,-0.6776884,601.91,DIPK1A,divergent protein kinase domain 1A
7537,51513,0.101,0.033,0.7874,2.13266,1.6792241,126.67,ETV7,ETS variant transcription factor 7
7539,109616967,0.101,0.033,0.3863,-2.132137,-0.8236791,26.55,SNORA40B,"small nucleolar RNA, H/ACA box 40B"
7542,728066,0.101,0.0331,0.3465,-2.131414,-0.7385989,119.73,FAM133DP,"family with sequence similarity 133, member A pseudogene"
7543,6723,0.101,0.0331,0.4057,2.131339,0.8647275,280.12,SRM,spermidine synthase
7545,65267,0.101,0.0331,0.5499,-2.131143,-1.1718518,516.96,WNK3,WNK lysine deficient protein kinase 3
7547,353324,0.102,0.0332,0.3003,2.129907,0.6395077,57.65,SPATA12,spermatogenesis associated 12
7550,168455,0.102,0.0332,0.2436,2.129057,0.5185424,630.19,CCDC71L,coiled-coil domain containing 71 like
7552,54477,0.102,0.0333,0.2894,2.128966,0.6161661,2053.18,PLEKHA5,pleckstrin homology domain containing A5
7553,10633,0.102,0.0333,0.4893,-2.128847,-1.0415913,24.91,RASL10A,RAS like family 10 member A
