ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8179839	7.03e-01	5.46e-01	0.6266154	-7.28352	0.2077238	LSM2	LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated
8060854	7.03e-01	5.46e-01	-0.6265049	-7.28359	-0.2039015	PLCB1	phospholipase C beta 1
7896166	7.03e-01	5.46e-01	-0.6264907	-7.2836	-0.1475846		
8081867	7.03e-01	5.46e-01	-0.6264709	-7.28362	-0.1177212	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1
7896282	7.03e-01	5.46e-01	-0.6263855	-7.28367	-0.1270717		
7893737	7.03e-01	5.46e-01	-0.6263807	-7.28368	-0.1147688		
7894484	7.03e-01	5.46e-01	-0.6260461	-7.2839	-0.127895		
8126931	7.03e-01	5.46e-01	0.6259927	-7.28393	0.1303575	DEFB133	defensin beta 133
8098159	7.03e-01	5.46e-01	-0.6257749	-7.28408	-0.1076697		
7944285	7.03e-01	5.46e-01	0.6257078	-7.28412	0.123166	ARCN1	archain 1
7895666	7.03e-01	5.46e-01	-0.6256236	-7.28418	-0.4581266		
7896421	7.03e-01	5.46e-01	-0.6255801	-7.28421	-0.0978966		
7978527	7.03e-01	5.46e-01	-0.6255437	-7.28423	-0.1726696	DTD2	D-tyrosyl-tRNA deacylase 2 (putative)
8120382	7.03e-01	5.46e-01	-0.6255171	-7.28425	-0.0840366	ZNF451	zinc finger protein 451
7900157	7.03e-01	5.46e-01	-0.6255047	-7.28426	-0.1042722	RPS27///RPS27	ribosomal protein S27///ribosomal protein S27
8140855	7.03e-01	5.47e-01	-0.6252834	-7.2844	-0.2120811		
7904562	7.03e-01	5.47e-01	0.6251808	-7.28447	0.0896732	NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 3///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14
7920737	7.03e-01	5.47e-01	-0.6251122	-7.28452	-0.108506	CLK2	CDC like kinase 2
8094704	7.04e-01	5.47e-01	0.6250076	-7.28459	0.0708901	UBE2K	ubiquitin conjugating enzyme E2 K
8042144	7.04e-01	5.47e-01	-0.6249461	-7.28463	-0.1654879	REL	REL proto-oncogene, NF-kB subunit
7895309	7.04e-01	5.47e-01	-0.6249359	-7.28463	-0.443191		
8016982	7.04e-01	5.47e-01	-0.6248938	-7.28466	-0.1980909	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit
7901443	7.04e-01	5.47e-01	0.6246289	-7.28484	0.0807131		
7894056	7.04e-01	5.47e-01	0.6246276	-7.28484	0.1045759		
8144600	7.04e-01	5.47e-01	0.6245994	-7.28486	0.1702593	SLC35G5	solute carrier family 35 member G5
7970467	7.04e-01	5.47e-01	0.6245544	-7.28489	0.1088728	EEF1AKMT1	eukaryotic translation elongation factor 1 alpha lysine methyltransferase 1
8141896	7.04e-01	5.47e-01	0.6243835	-7.285	0.1015436		
7894731	7.04e-01	5.47e-01	0.6243143	-7.28504	0.3174054		
8172026	7.04e-01	5.47e-01	-0.6242194	-7.28511	-0.1007296		
7964675	7.04e-01	5.47e-01	0.6241727	-7.28514	0.101626		
7934883	7.04e-01	5.47e-01	0.6238983	-7.28532	0.0803281		
8065185	7.04e-01	5.48e-01	-0.6237622	-7.28541	-0.0974847	OVOL2	ovo like zinc finger 2
8165663	7.04e-01	5.48e-01	0.6235731	-7.28553	0.2187974		
7895876	7.04e-01	5.48e-01	0.6235394	-7.28556	0.6474989		
8123800	7.04e-01	5.48e-01	0.6234047	-7.28565	0.2424778		
7972565	7.05e-01	5.48e-01	0.6230706	-7.28587	0.1353071		
8072979	7.05e-01	5.48e-01	-0.6229797	-7.28593	-0.0933198	POLR2F	RNA polymerase II subunit F
8095299	7.05e-01	5.48e-01	0.6229449	-7.28595	0.1743693		
7893952	7.05e-01	5.48e-01	-0.6228922	-7.28598	-0.1401418		
7968411	7.05e-01	5.48e-01	0.6228848	-7.28599	0.1243604	EEF1DP3	eukaryotic translation elongation factor 1 delta pseudogene 3
7892575	7.05e-01	5.48e-01	-0.6228797	-7.28599	-0.2053871		
8047265	7.05e-01	5.48e-01	-0.6228525	-7.28601	-0.100223	C2orf69///C2orf47	chromosome 2 open reading frame 69///chromosome 2 open reading frame 47
7895173	7.05e-01	5.48e-01	-0.6226513	-7.28614	-0.1002183		
8113286	7.05e-01	5.48e-01	0.6226151	-7.28617	0.2264576	RIOK2	RIO kinase 2
7924401	7.05e-01	5.48e-01	-0.622371	-7.28633	-0.1589748	MIR215	microRNA 215
7938090	7.05e-01	5.48e-01	0.622353	-7.28634	0.0932223	CCKBR	cholecystokinin B receptor
7972670	7.05e-01	5.48e-01	0.6223471	-7.28634	0.0969772	CCDC168	coiled-coil domain containing 168
7925672	7.05e-01	5.48e-01	0.6223025	-7.28637	0.0752794	ZNF670	zinc finger protein 670
7987310	7.05e-01	5.49e-01	0.6222268	-7.28642	0.0705794	GJD2	gap junction protein delta 2
8149707	7.05e-01	5.49e-01	-0.6222212	-7.28643	-0.0769742	BIN3	bridging integrator 3
8171001	7.05e-01	5.49e-01	-0.6221912	-7.28645	-0.2247575	FUNDC2	FUN14 domain containing 2
7934767	7.05e-01	5.49e-01	-0.6221061	-7.2865	-0.1006822	DYDC1	DPY30 domain containing 1
8050761	7.05e-01	5.49e-01	-0.6220746	-7.28652	-0.0966314		
7954100	7.05e-01	5.49e-01	0.6219181	-7.28663	0.1100064		
7896084	7.05e-01	5.49e-01	-0.6219129	-7.28663	-0.0925826		
8105432	7.05e-01	5.49e-01	-0.6218468	-7.28667	-0.06356	RPL41P5///RPL41///RPL41	ribosomal protein L41 pseudogene 5///ribosomal protein L41///ribosomal protein L41
8104632	7.05e-01	5.49e-01	0.6218445	-7.28667	0.1507329		
7894312	7.05e-01	5.49e-01	-0.6218329	-7.28668	-0.0845099		
7893298	7.05e-01	5.49e-01	-0.6217431	-7.28674	-0.1950836		
7892878	7.05e-01	5.49e-01	0.6216008	-7.28683	0.182624		
7965429	7.05e-01	5.49e-01	0.6215897	-7.28684	0.2232027		
8027341	7.05e-01	5.49e-01	0.6215093	-7.2869	0.0790108		
8076533	7.05e-01	5.49e-01	-0.6213674	-7.28699	-0.1739914	PACSIN2	protein kinase C and casein kinase substrate in neurons 2
8045210	7.05e-01	5.49e-01	0.6211464	-7.28713	0.0694691	CYP4F30P///CYP4F62P///FAR2P1	cytochrome P450 family 4 subfamily F member 30, pseudogene///cytochrome P450 family 4 subfamily F member 62, pseudogene///fatty acyl-CoA reductase 2 pseudogene 1
8145201	7.05e-01	5.49e-01	0.6211338	-7.28714	0.1208787	CCAR2	cell cycle and apoptosis regulator 2
7894747	7.05e-01	5.49e-01	-0.6211242	-7.28715	-0.118981		
7968195	7.05e-01	5.49e-01	0.6210265	-7.28721	0.1847593		
7892763	7.05e-01	5.49e-01	-0.6209833	-7.28724	-0.1530589		
7953747	7.06e-01	5.49e-01	-0.6208161	-7.28735	-0.2208464		
7896105	7.06e-01	5.49e-01	0.6208135	-7.28735	0.2486953		
7896378	7.06e-01	5.49e-01	-0.6207752	-7.28738	-0.3076264		
8137010	7.06e-01	5.50e-01	-0.6206445	-7.28746	-0.1125066	CNTNAP2	contactin associated protein-like 2
7893972	7.06e-01	5.50e-01	-0.6205265	-7.28754	-0.1485146		
8086876	7.06e-01	5.50e-01	0.6205061	-7.28756	0.0776009		
8013747	7.06e-01	5.50e-01	0.6204599	-7.28759	0.0770891	PROCA1	protein interacting with cyclin A1
8034940	7.06e-01	5.50e-01	0.6204272	-7.28761	0.2921826	NOTCH3	notch 3
8060432	7.06e-01	5.50e-01	0.6200979	-7.28782	0.0902736	TGM3	transglutaminase 3
7911094	7.06e-01	5.50e-01	0.6199814	-7.2879	0.3322767		
7899534	7.06e-01	5.50e-01	0.6199732	-7.28791	0.4243899	EPB41	erythrocyte membrane protein band 4.1
8101990	7.06e-01	5.50e-01	-0.6199427	-7.28793	-0.0993428		
7987172	7.06e-01	5.50e-01	0.6199239	-7.28794	0.189293	EMC7	ER membrane protein complex subunit 7
8138912	7.06e-01	5.50e-01	-0.619885	-7.28796	-0.2069661	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
7914516	7.06e-01	5.50e-01	0.6197272	-7.28807	0.1144565	MTMR9LP	myotubularin related protein 9-like, pseudogene
8075934	7.06e-01	5.50e-01	0.6194489	-7.28825	0.0985142	CARD10	caspase recruitment domain family member 10
8032106	7.06e-01	5.50e-01	-0.6193719	-7.2883	-0.1118168	MED16	mediator complex subunit 16
8083933	7.06e-01	5.50e-01	0.6193164	-7.28834	0.1552626		
8126145	7.06e-01	5.50e-01	0.619273	-7.28836	0.0972753		
8078008	7.06e-01	5.50e-01	-0.6192064	-7.28841	-0.1421109	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
7925128	7.06e-01	5.50e-01	0.6191515	-7.28844	0.1752475		
7896370	7.07e-01	5.51e-01	0.618923	-7.28859	0.2101575		
8021774	7.07e-01	5.51e-01	-0.6188948	-7.28861	-0.1121985	C18orf65	chromosome 18 open reading frame 65
8134460	7.07e-01	5.51e-01	0.6188868	-7.28862	0.0759276	FLJ30064	uncharacterized LOC644975
8047736	7.07e-01	5.51e-01	0.6188247	-7.28866	0.1264723		
7895551	7.07e-01	5.51e-01	0.6188123	-7.28867	0.0706605		
8063873	7.07e-01	5.51e-01	-0.6186969	-7.28874	-0.1612446	OSBPL2	oxysterol binding protein like 2
8038565	7.07e-01	5.51e-01	0.6186427	-7.28878	0.0820864	FAM71E1	family with sequence similarity 71 member E1
8158991	7.07e-01	5.51e-01	0.6185264	-7.28885	0.125481		
8073039	7.07e-01	5.51e-01	-0.618399	-7.28894	-0.13521	GTPBP1	GTP binding protein 1
7982591	7.07e-01	5.51e-01	0.6181735	-7.28909	0.3576271		
8011462	7.07e-01	5.51e-01	-0.6181183	-7.28912	-0.0968244	NCBP3	nuclear cap binding subunit 3
8018791	7.07e-01	5.51e-01	-0.618101	-7.28913	-0.0933675		
8040068	7.07e-01	5.51e-01	-0.6179036	-7.28926	-0.1315627		
8085263	7.07e-01	5.51e-01	0.6177433	-7.28937	0.0868826	EMC3	ER membrane protein complex subunit 3
7940112	7.07e-01	5.51e-01	0.6176142	-7.28945	0.1101129	OR9Q2	olfactory receptor family 9 subfamily Q member 2
8006984	7.07e-01	5.51e-01	0.6175885	-7.28947	0.1245449	PSMD3	proteasome 26S subunit, non-ATPase 3
8112014	7.07e-01	5.51e-01	-0.6175631	-7.28949	-0.4605548		
7925436	7.07e-01	5.52e-01	0.6175184	-7.28951	0.3048297		
7893342	7.07e-01	5.52e-01	-0.617503	-7.28952	-0.1460392		
8115840	7.07e-01	5.52e-01	-0.6174598	-7.28955	-0.0730916	NKX2-5	NK2 homeobox 5
7983841	7.07e-01	5.52e-01	-0.6172359	-7.2897	-0.0807592		
7990452	7.07e-01	5.52e-01	0.6172005	-7.28972	0.1090979		
7904574	7.07e-01	5.52e-01	0.6171992	-7.28972	0.0933634	NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 3///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14
8078225	7.07e-01	5.52e-01	0.6171722	-7.28974	0.1257803		
8005155	7.07e-01	5.52e-01	0.6171033	-7.28979	0.0850594		
7969626	7.07e-01	5.52e-01	0.6169158	-7.28991	0.1421955	GPR180	G protein-coupled receptor 180
8035078	7.07e-01	5.52e-01	0.6169055	-7.28992	0.1225654	OR10H1	olfactory receptor family 10 subfamily H member 1
8131573	7.07e-01	5.52e-01	0.6168554	-7.28995	0.0890796	ARL4A	ADP ribosylation factor like GTPase 4A
8014199	7.08e-01	5.52e-01	-0.6167615	-7.29001	-0.0672966	RAD51L3-RFFL///RAD51D	RAD51L3-RFFL readthrough///RAD51 paralog D
8118322	7.08e-01	5.52e-01	0.6167145	-7.29004	0.1035765	SNORD52	small nucleolar RNA, C/D box 52
7893220	7.08e-01	5.52e-01	-0.6165117	-7.29017	-0.134824		
8078663	7.08e-01	5.52e-01	-0.6162469	-7.29035	-0.0907964	MIR26A1	microRNA 26a-1
7950078	7.08e-01	5.52e-01	0.6162256	-7.29036	0.0817525	KRTAP5-11	keratin associated protein 5-11
8121247	7.08e-01	5.52e-01	0.6162104	-7.29037	0.4932636		
8127544	7.08e-01	5.53e-01	-0.6159405	-7.29055	-0.1120189		
8031439	7.08e-01	5.53e-01	0.6157362	-7.29068	0.1073179		
8157941	7.08e-01	5.53e-01	0.6154662	-7.29086	0.1642342	ZBTB34	zinc finger and BTB domain containing 34
7893081	7.08e-01	5.53e-01	-0.6154528	-7.29086	-0.0703625		
7892778	7.08e-01	5.53e-01	0.6153777	-7.29091	0.2093099		
7982282	7.08e-01	5.53e-01	0.6153627	-7.29092	0.0992966		
7982307	7.08e-01	5.53e-01	0.6153627	-7.29092	0.0992966		
8001147	7.08e-01	5.53e-01	-0.6153443	-7.29093	-0.1576792	ISY1-RAB43///RAB43	ISY1-RAB43 readthrough///RAB43, member RAS oncogene family
8141166	7.08e-01	5.53e-01	-0.6152066	-7.29102	-0.1106419	LOC441268	uncharacterized LOC441268
8017061	7.08e-01	5.53e-01	0.615192	-7.29103	0.0724052	TEX14	testis expressed 14, intercellular bridge forming factor
8157141	7.08e-01	5.53e-01	0.6151752	-7.29105	0.0790169	ACTL7A	actin like 7A
7932420	7.08e-01	5.53e-01	-0.6151082	-7.29109	-0.1005672	HACD1	3-hydroxyacyl-CoA dehydratase 1
7920193	7.08e-01	5.53e-01	-0.615025	-7.29114	-0.1069813	LCE1C	late cornified envelope 1C
8145795	7.09e-01	5.53e-01	0.6148236	-7.29127	0.1444183		
7896111	7.09e-01	5.53e-01	-0.6147996	-7.29129	-0.1307155		
7977288	7.09e-01	5.53e-01	-0.6144023	-7.29155	-0.0748765	SIVA1	SIVA1 apoptosis inducing factor
8133110	7.09e-01	5.53e-01	0.614391	-7.29156	0.1914909		
8165864	7.09e-01	5.53e-01	0.6143857	-7.29156	0.1446246		
8157945	7.09e-01	5.54e-01	0.6143573	-7.29158	0.1629534	ZBTB34	zinc finger and BTB domain containing 34
8004400	7.09e-01	5.54e-01	0.6143442	-7.29159	0.0985203	C17orf74	chromosome 17 open reading frame 74
7971780	7.09e-01	5.54e-01	-0.6143092	-7.29161	-0.1788837	NEK3	NIMA related kinase 3
8002939	7.09e-01	5.54e-01	0.61425	-7.29165	0.1167438		
8100229	7.09e-01	5.54e-01	0.6141987	-7.29168	0.2095189		
8175998	7.09e-01	5.54e-01	0.6141231	-7.29173	0.0978143	MECP2	methyl-CpG binding protein 2
8003605	7.09e-01	5.54e-01	-0.6140909	-7.29175	-0.1719664		
7944793	7.09e-01	5.54e-01	-0.6140609	-7.29177	-0.0888833	OR8D4	olfactory receptor family 8 subfamily D member 4
7968029	7.09e-01	5.54e-01	0.6137991	-7.29194	0.2217075	C1QTNF9B-AS1	C1QTNF9B antisense RNA 1
8024306	7.09e-01	5.54e-01	0.6136797	-7.29202	0.0700229	APC2	APC2, WNT signaling pathway regulator
8157214	7.09e-01	5.54e-01	-0.6136436	-7.29204	-0.1224228		
7902702	7.09e-01	5.54e-01	0.6136435	-7.29204	0.3091007	CLCA2	chloride channel accessory 2
7993999	7.09e-01	5.54e-01	-0.6133938	-7.29221	-0.1793924	LOC101060386///SMG1P3///SMG1P1///SMG1P5///SMG1P2///SMG1	putative uncharacterized SMG1-like protein///SMG1P3, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 3///SMG1P1, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 1///SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5///SMG1P2, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 2///SMG1, nonsense mediated mRNA decay associated PI3K related kinase
8000222	7.09e-01	5.54e-01	-0.6133938	-7.29221	-0.1793924	LOC101060386///SMG1P3///SMG1P1///SMG1P5///SMG1P2///SMG1	putative uncharacterized SMG1-like protein///SMG1P3, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 3///SMG1P1, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 1///SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5///SMG1P2, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 2///SMG1, nonsense mediated mRNA decay associated PI3K related kinase
8000649	7.09e-01	5.54e-01	-0.6133846	-7.29221	-0.2211838		
8000690	7.09e-01	5.54e-01	-0.6133846	-7.29221	-0.2211838		
8035787	7.09e-01	5.54e-01	0.6132707	-7.29229	0.3040335		
8059475	7.09e-01	5.54e-01	0.6131387	-7.29237	0.2054415		
7903214	7.09e-01	5.54e-01	-0.6130467	-7.29243	-0.532392	PLPPR4	phospholipid phosphatase related 4
8160472	7.09e-01	5.54e-01	0.612991	-7.29247	0.1190559	TUSC1	tumor suppressor candidate 1
8060320	7.10e-01	5.54e-01	0.6128078	-7.29259	0.1375286	DEFB129	defensin beta 129
8124380	7.10e-01	5.55e-01	-0.6127034	-7.29265	-0.3876459	HIST1H1A	histone cluster 1, H1a
7893916	7.10e-01	5.55e-01	0.6126366	-7.2927	0.1814315		
7896750	7.10e-01	5.55e-01	0.6124931	-7.29279	0.213069		
7983525	7.10e-01	5.55e-01	0.6124215	-7.29284	0.0979548		
8157233	7.10e-01	5.55e-01	-0.6122982	-7.29292	-0.2089078	HSDL2	hydroxysteroid dehydrogenase like 2
7999827	7.10e-01	5.55e-01	-0.612256	-7.29294	-0.0890546	RPS15A	ribosomal protein S15a
7926345	7.10e-01	5.55e-01	-0.6122471	-7.29295	-0.1010537	RPP38	ribonuclease P/MRP subunit p38
7960942	7.10e-01	5.55e-01	0.6121126	-7.29304	0.0732916	LINC00612	long intergenic non-protein coding RNA 612
8144687	7.10e-01	5.55e-01	0.6121024	-7.29304	0.1713023	DEFB135	defensin beta 135
8073924	7.10e-01	5.55e-01	-0.6119435	-7.29315	-0.1286428		
8143659	7.10e-01	5.55e-01	0.6119055	-7.29317	0.0740701		
8009875	7.10e-01	5.55e-01	0.6118827	-7.29319	0.1336189	MYO15B	myosin XVB
7994572	7.10e-01	5.55e-01	0.6118262	-7.29322	0.1114184	SNX29P2	sorting nexin 29 pseudogene 2
7894015	7.10e-01	5.55e-01	0.6118192	-7.29323	0.0974343		
7911767	7.10e-01	5.55e-01	0.6115188	-7.29342	0.0833894	MMEL1	membrane metallo-endopeptidase-like 1
7938422	7.10e-01	5.55e-01	0.611513	-7.29343	0.108124	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component
7941460	7.10e-01	5.55e-01	0.6114879	-7.29344	0.1312066	DRAP1	DR1 associated protein 1
8040655	7.10e-01	5.55e-01	0.6114713	-7.29345	0.2463738	EPT1	ethanolaminephosphotransferase 1
7978553	7.10e-01	5.55e-01	0.6113995	-7.2935	0.1646244	SPTSSA	serine palmitoyltransferase small subunit A
8079019	7.10e-01	5.55e-01	-0.6113255	-7.29355	-0.1014927	RPS27///RPS27	ribosomal protein S27///ribosomal protein S27
7895672	7.10e-01	5.55e-01	0.6113255	-7.29355	0.1079744		
8015715	7.10e-01	5.55e-01	0.6112355	-7.29361	0.1191831	BECN1	beclin 1
7894715	7.10e-01	5.56e-01	-0.6111754	-7.29365	-0.6711857		
7894646	7.10e-01	5.56e-01	0.611174	-7.29365	0.1439658		
7893275	7.10e-01	5.56e-01	0.6110439	-7.29373	0.3143856		
8034565	7.10e-01	5.56e-01	-0.6109616	-7.29378	-0.1331029	DNASE2	deoxyribonuclease 2, lysosomal
8157516	7.10e-01	5.56e-01	0.6108397	-7.29386	0.0702035	TRIM32	tripartite motif containing 32
8180286	7.10e-01	5.56e-01	0.6106671	-7.29398	0.1516323	RBM8A	RNA binding motif protein 8A
7981084	7.10e-01	5.56e-01	-0.6106565	-7.29398	-0.0883112	SERPINA9	serpin family A member 9
7966686	7.11e-01	5.56e-01	-0.6105563	-7.29405	-0.1066412		
7972665	7.11e-01	5.56e-01	0.6105377	-7.29406	0.1236647	METTL21C	methyltransferase like 21C
7919412	7.11e-01	5.56e-01	0.6105224	-7.29407	0.0905427	NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 3///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14
7901102	7.11e-01	5.56e-01	0.6103876	-7.29416	0.0990688	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria
8139765	7.11e-01	5.56e-01	-0.6102229	-7.29426	-0.1660326		
7895515	7.11e-01	5.56e-01	-0.6101737	-7.29429	-0.0994026		
8062864	7.11e-01	5.56e-01	0.6101413	-7.29432	0.3052169	WISP2	WNT1 inducible signaling pathway protein 2
7922351	7.11e-01	5.56e-01	-0.6101263	-7.29433	-0.0871658	LOC101928673	uncharacterized LOC101928673
7893602	7.11e-01	5.56e-01	0.6100868	-7.29435	0.102457		
8097474	7.11e-01	5.56e-01	-0.6099851	-7.29442	-0.1266552		
7894303	7.11e-01	5.56e-01	-0.6099022	-7.29447	-0.076515		
8163348	7.11e-01	5.56e-01	0.609838	-7.29451	0.0881444	C9orf84	chromosome 9 open reading frame 84
7928982	7.11e-01	5.57e-01	-0.6095201	-7.29472	-0.0994614	LIPF	lipase F, gastric type
7940210	7.11e-01	5.57e-01	0.609274	-7.29488	0.1405712	OOSP2	oocyte secreted protein 2
7895704	7.11e-01	5.57e-01	0.6092235	-7.29491	0.0711085		
8178554	7.11e-01	5.57e-01	0.6091977	-7.29493	0.1397719	LY6G5C	lymphocyte antigen 6 complex, locus G5C
8168018	7.11e-01	5.57e-01	-0.6091113	-7.29498	-0.1040732	YIPF6	Yip1 domain family member 6
7896382	7.11e-01	5.57e-01	-0.6090858	-7.295	-0.4314194		
7894632	7.11e-01	5.57e-01	-0.6089194	-7.29511	-0.111971		
8180238	7.11e-01	5.57e-01	0.6088481	-7.29515	0.0654705		
7991665	7.11e-01	5.57e-01	-0.6087813	-7.29519	-0.1413503		
8083704	7.11e-01	5.57e-01	-0.6087809	-7.2952	-0.1444504		
7978492	7.11e-01	5.57e-01	0.608714	-7.29524	0.1128021	HEATR5A	HEAT repeat containing 5A
8091120	7.11e-01	5.57e-01	-0.6086925	-7.29525	-0.1487404	GK5	glycerol kinase 5 (putative)
7964795	7.12e-01	5.57e-01	0.6084472	-7.29541	0.125733	IL26	interleukin 26
7923956	7.12e-01	5.57e-01	0.6083213	-7.29549	0.0875024		
7915008	7.12e-01	5.57e-01	0.6083128	-7.2955	0.0728141	SNIP1	Smad nuclear interacting protein 1
8174281	7.12e-01	5.57e-01	-0.608307	-7.2955	-0.0935359		
8133326	7.12e-01	5.57e-01	-0.6083017	-7.2955	-0.0968863	POM121C///POM121	POM121 transmembrane nucleoporin C///POM121 transmembrane nucleoporin
7964033	7.12e-01	5.57e-01	0.6082267	-7.29555	0.1218517	ANKRD52	ankyrin repeat domain 52
8045398	7.12e-01	5.57e-01	-0.6081111	-7.29563	-0.1120304	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1
8129610	7.12e-01	5.58e-01	-0.6080194	-7.29569	-0.0913549	TAAR2	trace amine associated receptor 2
8124055	7.12e-01	5.58e-01	0.6079284	-7.29575	0.083173		
8016607	7.12e-01	5.58e-01	-0.6079196	-7.29575	-0.1025949		
8003465	7.12e-01	5.58e-01	0.607841	-7.2958	0.0928841		
8083852	7.12e-01	5.58e-01	0.6078178	-7.29582	0.0918918		
8150212	7.12e-01	5.58e-01	0.6078065	-7.29582	0.1453471		
8062821	7.12e-01	5.58e-01	-0.6073886	-7.29609	-0.1777251		
8013022	7.12e-01	5.58e-01	0.6073851	-7.2961	0.1155679	LRRC75A	leucine rich repeat containing 75A
7946903	7.12e-01	5.58e-01	0.6073519	-7.29612	0.087746	USH1C	USH1 protein network component harmonin
7894248	7.12e-01	5.58e-01	-0.6072311	-7.29619	-0.2993532		
8035271	7.12e-01	5.58e-01	0.6071656	-7.29624	0.1196497	ABHD8	abhydrolase domain containing 8
7912303	7.12e-01	5.58e-01	-0.6069276	-7.29639	-0.1387071	DFFA	DNA fragmentation factor subunit alpha
8180192	7.12e-01	5.58e-01	-0.6069205	-7.29639	-0.0591899	RNA28S5///RNA18S5///RNA5-8S5	RNA, 28S ribosomal 5///RNA, 18S ribosomal 5///RNA, 5.8S ribosomal 5
7993146	7.12e-01	5.58e-01	-0.6068093	-7.29647	-0.1605159		
7894353	7.12e-01	5.58e-01	0.6067069	-7.29653	0.2777272		
8064438	7.13e-01	5.58e-01	0.6065742	-7.29662	0.0886381	NSFL1C	NSFL1 cofactor
7971161	7.13e-01	5.59e-01	-0.6064048	-7.29673	-0.0901835		
7952766	7.13e-01	5.59e-01	-0.6063722	-7.29675	-0.0747074		
7894553	7.13e-01	5.59e-01	0.6063571	-7.29676	0.3433129		
7896401	7.13e-01	5.59e-01	-0.6063421	-7.29677	-0.2151178		
8076241	7.13e-01	5.59e-01	0.6062687	-7.29681	0.1272241	MKL1///RBM15///MKL1	megakaryoblastic leukemia (translocation) 1///RNA binding motif protein 15///megakaryoblastic leukemia (translocation) 1
