,Unnamed: 0,GeneID,padj,P.Value,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
5811,6371,346007,0.0591,0.0163,0.272,-2.402312,-0.653399,227.71,EYS,eyes shut homolog
5813,6373,440603,0.0592,0.0163,0.6089,-2.401738,-1.4623207,31.13,BCL2L15,BCL2 like 15
5816,6377,9196,0.0593,0.0164,0.448,-2.400675,-1.0756123,59.04,KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3
5817,6378,100507589,0.0594,0.0164,0.4686,-2.399935,-1.1245974,42.81,NAGPA-AS1,NAGPA antisense RNA 1
5818,6379,2814,0.0596,0.0164,0.5236,-2.39891,-1.2561043,25.91,GP5,glycoprotein V platelet
5820,6381,11219,0.0596,0.0165,0.7601,-2.39847,-1.8230155,18.27,TREX2,three prime repair exonuclease 2
5823,6385,400761,0.0598,0.0165,0.5397,-2.397135,-1.2936532,34.06,LRRC8C-DT,LRRC8C divergent transcript
5824,6387,100873924,0.0599,0.0166,0.735,-2.396453,-1.7614868,9.4,HLX-AS1,HLX antisense RNA 1
5826,6389,388533,0.0599,0.0166,0.5316,-2.396519,-1.2739873,11.45,KRTDAP,keratinocyte differentiation associated protein
5828,6391,105370783,0.0599,0.0166,0.7195,-2.396323,-1.7241347,10.82,LOC105370783,uncharacterized LOC105370783
5829,6393,105370560,0.0599,0.0166,0.3021,-2.395952,-0.7237775,67.4,RBM25-AS1,RBM25 antisense RNA 1
5831,6397,22899,0.0601,0.0166,0.229,-2.395043,-0.5483969,390.25,ARHGEF15,Rho guanine nucleotide exchange factor 15
5833,6399,100874115,0.0601,0.0166,0.7353,-2.394535,-1.7606595,36.74,PLCXD2-AS1,PLCXD2 antisense RNA 1
5835,6401,101929579,0.0601,0.0167,0.7391,-2.394339,-1.7697287,15.13,CCDC54-AS1,CCDC54 antisense RNA 1
5836,6402,149134,0.0602,0.0167,0.7343,-2.393607,-1.7576976,17.48,LINC01341,long intergenic non-protein coding RNA 1341
5840,6407,100873940,0.0606,0.0168,0.6298,-2.39092,-1.505708,15.42,MYLK-AS2,MYLK antisense RNA 2
5845,6413,23366,0.0607,0.0168,0.2395,-2.390153,-0.5723594,332.98,MATCAP2,microtubule associated tyrosine carboxypeptidase 2
5847,6417,83697,0.0609,0.0169,0.4481,-2.388802,-1.0703745,26.4,SLC4A9,solute carrier family 4 member 9
5849,6420,101060146,0.061,0.0169,0.4753,-2.3882,-1.1351443,296.05,CHMP1B2P,"charged multivesicular body protein 1B2, pseudogene"
5851,6422,1811,0.061,0.0169,0.6933,-2.387955,-1.6556223,10.86,SLC26A3,solute carrier family 26 member 3
5853,6425,106736475,0.0611,0.017,0.2889,-2.387162,-0.6895997,95.19,PCF11-AS1,PCF11 antisense RNA 1
5855,6429,100287765,0.0612,0.017,0.2481,-2.386509,-0.5922081,494.39,LINC00630,long intergenic non-protein coding RNA 630
5856,6430,143684,0.0612,0.017,0.2113,-2.386383,-0.5041239,741.45,FAM76B,family with sequence similarity 76 member B
5857,6431,406890,0.0612,0.017,0.4487,-2.386015,-1.0707001,19.16,MIRLET7G,microRNA let-7g
5858,6432,3909,0.0613,0.017,0.6096,-2.385818,-1.4543854,331.19,LAMA3,laminin subunit alpha 3
5859,6433,4084,0.0613,0.0171,0.3832,-2.38524,-0.9140166,1003.7,MXD1,MAX dimerization protein 1
5861,6436,105373968,0.0614,0.0171,0.4751,-2.384825,-1.1330222,62.7,LOC105373968,uncharacterized LOC105373968
5862,6437,64651,0.0614,0.0171,0.5494,-2.384732,-1.3101592,1957.13,CSRNP1,cysteine and serine rich nuclear protein 1
5864,6440,4298,0.0615,0.0171,0.2341,-2.38364,-0.5580346,999.79,MLLT1,MLLT1 super elongation complex subunit
5868,6447,102723313,0.0617,0.0172,0.3474,-2.382171,-0.8274592,75.07,LOC102723313,uncharacterized LOC102723313
5869,6449,414760,0.0618,0.0172,0.6126,-2.381428,-1.4589134,13.87,HCG14,HLA complex group 14
5871,6451,340307,0.0618,0.0172,0.3121,-2.381434,-0.7433595,139.68,CTAGE6,CTAGE family member 6
5873,6453,106479524,0.0619,0.0173,0.6234,-2.381012,-1.4843183,15.67,RN7SL832P,"RNA, 7SL, cytoplasmic 832, pseudogene"
5875,6456,100499484,0.0619,0.0173,0.2815,-2.380575,-0.6701409,313.82,SUGT1P4-STRA6LP,SUGT1P4-STRA6LP readthrough
5876,6457,105379132,0.062,0.0173,0.5533,-2.379855,-1.3166552,25.16,SEMA6A-AS2,SEMA6A antisense RNA 2
5879,6461,100033423,0.0621,0.0174,0.4383,-2.378891,-1.0425584,17.12,SNORD116-11,"small nucleolar RNA, C/D box 116-11"
5882,6465,23092,0.0623,0.0174,0.2703,-2.37769,-0.642786,1603.98,ARHGAP26,Rho GTPase activating protein 26
5883,6466,100133036,0.0623,0.0174,0.5623,-2.377759,-1.3370139,34.68,FAM95B1,family with sequence similarity 95 member B1
5884,6469,389125,0.0625,0.0175,0.3553,-2.376455,-0.8442987,29.62,MUSTN1,"musculoskeletal, embryonic nuclear protein 1"
5885,6471,105375918,0.0625,0.0175,0.2512,-2.376348,-0.5970151,78.46,LOC105375918,uncharacterized LOC105375918
5886,6473,644596,0.0625,0.0175,0.4587,-2.37651,-1.0901108,79.53,SMIM10L2B,small integral membrane protein 10 like 2B
5888,6478,80221,0.0626,0.0175,0.3828,-2.375328,-0.9092187,2011.19,ACSF2,acyl-CoA synthetase family member 2
5890,6482,8521,0.0628,0.0176,0.8145,-2.373682,-1.9334688,69.25,GCM1,glial cells missing transcription factor 1
5891,6484,5806,0.0629,0.0176,0.4376,-2.373208,-1.0384437,31.14,PTX3,pentraxin 3
5892,6485,9457,0.0629,0.0176,0.6198,-2.373184,-1.4709757,253.14,FHL5,four and a half LIM domains 5
5893,6486,105378838,0.0629,0.0176,0.4292,-2.373051,-1.0185886,47.14,LOC105378838,uncharacterized LOC105378838
5894,6487,100422904,0.0629,0.0176,0.8794,-2.372991,-2.086742,16.67,MIR3193,microRNA 3193
5896,6490,105378228,0.0631,0.0177,0.6731,-2.371426,-1.596191,38.32,LOC105378228,uncharacterized LOC105378228
5900,6495,105373204,0.0633,0.0178,0.7621,-2.370487,-1.8066603,178.37,LOC105373204,uncharacterized LOC105373204
5902,6498,84102,0.0633,0.0178,0.2458,-2.369873,-0.582607,1629.65,SLC41A2,solute carrier family 41 member 2
5903,6499,4337,0.0633,0.0178,0.2597,-2.369727,-0.6154136,705.96,MOCS1,molybdenum cofactor synthesis 1
5904,6503,105376000,0.0634,0.0178,0.4913,-2.36882,-1.1637774,19.73,LOC105376000,uncharacterized LOC105376000
5905,6504,5099,0.0635,0.0179,0.5826,-2.368396,-1.3797936,875.37,PCDH7,protocadherin 7
5908,6508,105371094,0.0635,0.0179,0.3033,-2.367909,-0.7182246,34.15,LOC105371094,uncharacterized LOC105371094
5909,6509,107985761,0.0638,0.018,0.4769,-2.366617,-1.1285434,18.57,TRC-GCA7-1,tRNA-Cys (anticodon GCA) 7-1
5910,6512,4208,0.064,0.018,0.4679,-2.365121,-1.10655,2756.17,MEF2C,myocyte enhancer factor 2C
5911,6514,107986012,0.064,0.018,0.6058,-2.364878,-1.4327409,19.64,LOC107986012,protein transport protein SEC31-like
5916,6522,105379524,0.0644,0.0182,0.372,-2.362168,-0.878787,330.78,LOC105379524,uncharacterized LOC105379524
5917,6523,105373538,0.0644,0.0182,0.61,-2.361932,-1.440821,290.55,LINC01885,long intergenic non-protein coding RNA 1885
5918,6524,7273,0.0644,0.0182,0.2433,-2.361942,-0.5745873,11437.89,TTN,titin
5919,6525,152098,0.0644,0.0182,0.2934,-2.36199,-0.6929297,210.66,ZCWPW2,zinc finger CW-type and PWWP domain containing 2
5920,6526,107984714,0.0644,0.0182,0.3842,-2.362077,-0.9075483,59.6,LOC107984714,uncharacterized LOC107984714
5922,6529,3749,0.0648,0.0183,0.2935,-2.359487,-0.6925359,716.87,KCNC4,potassium voltage-gated channel subfamily C member 4
5926,6533,105374118,0.0648,0.0183,0.6431,-2.359012,-1.5169946,29.89,LOC105374118,uncharacterized LOC105374118
5927,6534,113612,0.0649,0.0183,0.229,-2.358819,-0.5400711,421.06,CYP2U1,cytochrome P450 family 2 subfamily U member 1
5928,6537,642819,0.065,0.0184,0.2135,-2.357598,-0.5034531,180.13,ZNF487,zinc finger protein 487
5929,6539,285456,0.0651,0.0184,0.3678,-2.357136,-0.866913,33.76,RPL34-DT,RPL34 divergent transcript
5930,6540,388284,0.0651,0.0184,0.3591,-2.357216,-0.8464641,61.29,C16orf86,chromosome 16 open reading frame 86
5931,6541,25794,0.0651,0.0184,0.2489,-2.357128,-0.5867154,374.75,FSCN2,"fascin actin-bundling protein 2, retinal"
5932,6542,284306,0.0651,0.0184,0.2228,-2.35702,-0.5250591,251.62,ZNF547,zinc finger protein 547
5934,6544,101927388,0.0651,0.0184,1.1955,-2.356731,-2.8174954,22.97,LOC101927388,uncharacterized LOC101927388
5936,6549,386617,0.0652,0.0185,0.9437,-2.355978,-2.2232506,62.14,KCTD8,potassium channel tetramerization domain containing 8
5939,6553,101927788,0.0655,0.0186,0.328,-2.354226,-0.7722137,152.6,LOC101927788,uncharacterized LOC101927788
5940,6555,6334,0.0655,0.0186,0.4713,-2.353735,-1.1092342,104.56,SCN8A,sodium voltage-gated channel alpha subunit 8
5942,6557,286101,0.0656,0.0186,0.2374,-2.353428,-0.558649,1892.92,ZNF252P,"zinc finger protein 252, pseudogene"
5943,6558,55586,0.0656,0.0186,0.5392,-2.353238,-1.2689282,187.37,MIOX,myo-inositol oxygenase
5944,6560,653319,0.0656,0.0186,0.2327,-2.352988,-0.547463,250.18,MATCAP1,microtubule associated tyrosine carboxypeptidase 1
5946,6564,105370525,0.0658,0.0187,0.3486,-2.35167,-0.8198225,736.71,LOC105370525,uncharacterized LOC105370525
5947,6565,100874070,0.0659,0.0187,0.5149,-2.351439,-1.2106712,48.03,USP12-AS1,USP12 antisense RNA 1
5951,6570,107986428,0.0661,0.0188,0.3408,-2.350031,-0.8008236,67.7,LOC107986428,uncharacterized LOC107986428
5952,6571,728763,0.0661,0.0188,0.6858,-2.349651,-1.611389,13.29,CROCC2,"ciliary rootlet coiled-coil, rootletin family member 2"
5953,6572,1203,0.0661,0.0188,0.3366,-2.349629,-0.7907908,3873.04,CLN5,CLN5 intracellular trafficking protein
5956,6576,105374845,0.0663,0.0189,0.2928,-2.348032,-0.6874275,192.69,CHMP3-AS1,CHMP3 and RNF103 antisense RNA 1
5958,6580,11181,0.0663,0.0189,0.2614,-2.347823,-0.6136419,402.06,TREH,trehalase
5959,6581,105373271,0.0664,0.0189,0.2656,-2.347665,-0.6235273,148.43,LOC105373271,uncharacterized LOC105373271
5960,6582,101927465,0.0665,0.0189,0.4541,-2.346914,-1.0658107,17.88,CLYBL-AS1,CLYBL antisense RNA 1
5965,6587,4929,0.0666,0.019,0.7881,-2.346156,-1.8490564,662.6,NR4A2,nuclear receptor subfamily 4 group A member 2
5967,6589,105373195,0.0666,0.019,0.275,-2.34577,-0.6451359,371.03,LOC105373195,uncharacterized LOC105373195
5969,6591,1428,0.0666,0.019,0.6755,-2.345648,-1.5845798,10.88,CRYM,crystallin mu
5970,6593,7639,0.0667,0.019,0.224,-2.34499,-0.5253114,325.25,ZNF85,zinc finger protein 85
5972,6598,107986986,0.0668,0.0191,0.2414,-2.344183,-0.5659535,72.27,LOC107986986,uncharacterized LOC107986986
5975,6602,440346,0.0669,0.0191,0.4412,-2.343489,-1.0340151,43.83,CDR2-DT,CDR2 divergent transcript
5977,6604,84448,0.0669,0.0191,0.471,-2.343398,-1.1036533,517.19,ABLIM2,actin binding LIM protein family member 2
5979,6606,5337,0.0669,0.0191,0.3466,-2.343196,-0.8121094,616.9,PLD1,phospholipase D1
5981,6608,102723709,0.0669,0.0191,0.5665,-2.342987,-1.3272895,12.39,LOC102723709,uncharacterized LOC102723709
5985,6613,9096,0.067,0.0192,0.4513,-2.34226,-1.0571255,85.79,TBX18,T-box transcription factor 18
5986,6614,6934,0.067,0.0192,0.2381,-2.342283,-0.557739,984.38,TCF7L2,transcription factor 7 like 2
5987,6615,90050,0.067,0.0192,0.7918,-2.342344,-1.8547102,23.88,FAM181A,family with sequence similarity 181 member A
5989,6618,102724050,0.0671,0.0192,0.3198,-2.341282,-0.7488436,64.91,GPR84-AS1,"GPR84, ZNF385A, ITGA5 and GTSF1 antisense RNA 1"
5990,6619,389170,0.0671,0.0192,0.3759,-2.341156,-0.8800186,147.47,LEKR1,"leucine, glutamate and lysine rich 1"
5991,6620,283420,0.0671,0.0192,0.5849,-2.341206,-1.3693037,35.63,CLEC9A,C-type lectin domain containing 9A
5994,6625,101929719,0.0673,0.0193,0.3905,-2.339693,-0.9136259,34.88,LOC101929719,uncharacterized LOC101929719
5998,6630,2295,0.0676,0.0194,0.8019,-2.338232,-1.8750121,20.29,FOXF2,forkhead box F2
5999,6631,79841,0.0676,0.0194,0.3866,-2.337713,-0.9036617,85.13,AGBL2,AGBL carboxypeptidase 2
6000,6632,7275,0.0676,0.0194,0.3382,-2.337643,-0.790539,1581.66,TUB,TUB bipartite transcription factor
6001,6633,101929302,0.0676,0.0194,0.405,-2.33757,-0.9468182,132.66,RFX3-DT,RFX3 divergent transcript
6003,6637,100128782,0.0678,0.0195,0.2701,-2.336556,-0.6311583,669.39,ERCC6L2-AS1,ERCC6L2 antisense RNA 1
6004,6638,9465,0.0678,0.0195,0.2808,-2.336265,-0.6560537,404.95,AKAP7,A-kinase anchoring protein 7
6007,6642,101929998,0.0679,0.0195,1.9601,-2.335949,-4.5785796,87.99,LOC101929998,uncharacterized LOC101929998
6008,6643,168537,0.0679,0.0195,0.583,-2.335843,-1.3618078,299.67,GIMAP7,"GTPase, IMAP family member 7"
6010,6645,7849,0.0679,0.0195,0.4208,-2.335454,-0.9826878,15824.12,PAX8,paired box 8
6011,6646,729085,0.0679,0.0195,0.6143,-2.335487,-1.434631,99.59,GASK1A,golgi associated kinase 1A
6012,6647,100506621,0.0679,0.0195,0.6038,-2.335377,-1.410157,1256.89,LINC01279,replaced by ID 151887
6013,6648,4855,0.0679,0.0195,0.2371,-2.335362,-0.5538004,728.67,NOTCH4,notch receptor 4
6014,6649,283130,0.0679,0.0195,0.3076,-2.335541,-0.7184416,321.92,SLC25A45,solute carrier family 25 member 45
6020,6656,105379010,0.0681,0.0196,0.7017,-2.333576,-1.6374048,17.13,LOC105379010,uncharacterized LOC105379010
6021,6657,26271,0.0683,0.0197,0.3776,-2.332507,-0.8806978,197.45,FBXO5,F-box protein 5
6025,6661,91147,0.0684,0.0197,0.3387,-2.331838,-0.7897429,1387.8,TMEM67,transmembrane protein 67
6028,6666,257144,0.0686,0.0198,0.3432,-2.330686,-0.7999177,670.57,GCSAM,germinal center associated signaling and motility
6029,6667,112268295,0.0686,0.0198,0.6455,-2.330712,-1.504564,9.43,LOC112268295,uncharacterized LOC112268295
6030,6668,9208,0.0686,0.0198,0.2628,-2.330378,-0.6124034,2854.43,LRRFIP1,LRR binding FLII interacting protein 1
6032,6670,107985726,0.0686,0.0198,0.4647,-2.330046,-1.0828319,28.57,LOC107985726,replaced by ID 64754
6034,6673,25937,0.0687,0.0198,0.2306,-2.329329,-0.5372128,2422.54,WWTR1,WW domain containing transcription regulator 1
6036,6676,2166,0.0688,0.0199,0.3531,-2.328767,-0.8223722,1193.97,FAAH,fatty acid amide hydrolase
6037,6677,440905,0.0688,0.0199,0.8662,-2.328614,-2.0170204,13.9,FAR2P1,fatty acyl-CoA reductase 2 pseudogene 1
6039,6681,107985499,0.0692,0.02,0.7583,-2.326361,-1.7639941,34.41,LOC107985499,uncharacterized LOC107985499
6040,6683,105372396,0.0692,0.02,0.43,-2.326159,-1.0002114,34.28,LOC105372396,uncharacterized LOC105372396
6041,6684,80206,0.0693,0.02,0.3001,-2.325872,-0.6980062,381.11,FHOD3,formin homology 2 domain containing 3
6044,6688,100505795,0.0694,0.0201,0.4206,-2.324704,-0.9776622,169.49,PBX1-AS1,PBX1 antisense RNA 1
6045,6691,57158,0.0695,0.0201,0.5095,-2.324426,-1.1842088,44.18,JPH2,junctophilin 2
6046,6692,8635,0.0695,0.0201,0.2598,-2.324126,-0.6038008,1121.91,RNASET2,ribonuclease T2
6047,6693,100616500,0.0695,0.0201,0.6866,-2.323961,-1.5956615,31.39,MIR4683,microRNA 4683
6048,6694,10290,0.0695,0.0201,0.2318,-2.32389,-0.5387421,95.02,SPEG,striated muscle enriched protein kinase
6049,6695,143884,0.0696,0.0202,0.2298,-2.323276,-0.5337962,829.9,CWF19L2,CWF19 like cell cycle control factor 2
6050,6696,105370105,0.0696,0.0202,0.85,-2.323289,-1.9747355,18.97,LOC105370105,uncharacterized LOC105370105
6051,6697,100132948,0.0696,0.0202,0.5123,-2.32315,-1.1900622,26.22,FAM27C,family with sequence similarity 27 member C
6052,6698,440295,0.0697,0.0202,0.2857,-2.322959,-0.6637392,174.08,GOLGA6L9,golgin A6 family like 9
6054,6700,100133121,0.0697,0.0202,0.5496,-2.322817,-1.2765776,31.84,FAM27B,family with sequence similarity 27 member B
6056,6703,6247,0.0697,0.0202,0.6354,-2.322332,-1.4756216,15.59,RS1,retinoschisin 1
6057,6705,100873983,0.0699,0.0203,0.4524,-2.321514,-1.0501868,189.52,MAGI1-AS1,MAGI1 antisense RNA 1
6058,6707,102467073,0.0699,0.0203,0.491,-2.320931,-1.1396279,14.36,PDCD6-DT,PDCD6 divergent transcript
6060,6709,64221,0.07,0.0203,0.5938,-2.32041,-1.3779187,113.18,ROBO3,roundabout guidance receptor 3
6062,6712,102724434,0.0701,0.0204,0.7193,-2.319719,-1.6686464,47.96,LOC102724434,uncharacterized LOC102724434
6063,6713,8622,0.0702,0.0204,0.3625,-2.319202,-0.8406884,7149.64,PDE8B,phosphodiesterase 8B
6067,6718,100033436,0.0704,0.0204,0.42,-2.318024,-0.9736836,24.95,SNORD116-25,"small nucleolar RNA, C/D box 116-25"
6069,6720,25891,0.0704,0.0205,0.3708,-2.317844,-0.8594884,129.29,PAMR1,peptidase domain containing associated with muscle regeneration 1
6070,6721,101927417,0.0704,0.0205,0.6342,-2.317709,-1.4699207,66.23,FHAD1-AS1,FHAD1 antisense RNA 1
6071,6722,5153,0.0704,0.0205,0.313,-2.317584,-0.7253458,161.65,PDE1B,phosphodiesterase 1B
6072,6723,8578,0.0705,0.0205,0.2229,-2.317208,-0.5165798,499.33,SCARF1,scavenger receptor class F member 1
6074,6725,728194,0.0707,0.0206,0.403,-2.315915,-0.9332237,20.56,RSPH10B2,radial spoke head 10 homolog B2
6079,6732,101929704,0.071,0.0207,0.3603,-2.313986,-0.8337352,65.39,TTC23L-AS1,TTC23L antisense RNA 1
6083,6737,100507554,0.0711,0.0207,0.5124,-2.312844,-1.1852014,28.34,RPL37A-DT,RPL37A divergent transcript
6086,6741,137075,0.0714,0.0208,0.3622,-2.311092,-0.8371278,226.03,CLDN23,claudin 23
6087,6747,550631,0.0716,0.0209,0.2628,-2.310019,-0.6070542,216.1,CCDC157,coiled-coil domain containing 157
6088,6748,105373142,0.0716,0.0209,0.6574,-2.310036,-1.5185365,34.15,LOC105373142,uncharacterized LOC105373142
6090,6752,200420,0.0717,0.021,0.4264,-2.308744,-0.9843572,22.11,ALMS1P1,ALMS1 pseudogene 1
6091,6753,101928540,0.0717,0.021,0.606,-2.30872,-1.3990164,18.69,LOC101928540,uncharacterized LOC101928540
6093,6755,107987171,0.0718,0.021,0.3752,-2.308259,-0.866092,50.63,LOC107987171,uncharacterized LOC107987171
6094,6756,4958,0.0719,0.021,0.6091,-2.308036,-1.4058059,251.61,OMD,osteomodulin
6095,6757,105373557,0.0719,0.021,0.7629,-2.307892,-1.7607825,628.37,SOCAR,serous ovarian cancer associated RNA
6097,6763,10628,0.0719,0.021,0.4167,-2.307524,-0.9615068,31961.55,TXNIP,thioredoxin interacting protein
6098,6764,400242,0.0719,0.021,0.3409,-2.307332,-0.7866274,57.21,DICER1-AS1,DICER1 antisense RNA 1
6099,6765,2296,0.0719,0.021,0.4033,-2.30709,-0.9305604,100.2,FOXC1,forkhead box C1
6100,6766,374786,0.0719,0.0211,0.3065,-2.306983,-0.7070453,56.2,EFCAB5,EF-hand calcium binding domain 5
6103,6769,105378728,0.072,0.0211,0.3796,-2.30631,-0.8755837,90.81,LOC105378728,uncharacterized LOC105378728
6105,6771,1427,0.072,0.0211,0.2649,-2.306352,-0.6108991,79.35,CRYGS,crystallin gamma S
6106,6772,79896,0.072,0.0211,0.3027,-2.306234,-0.6979844,669.14,THNSL1,threonine synthase like 1
6108,6775,374407,0.072,0.0211,0.7218,-2.306345,-1.6646708,38.14,DNAJB13,DnaJ heat shock protein family (Hsp40) member B13
6109,6776,105372489,0.072,0.0211,0.4534,-2.306215,-1.0456966,30.98,SERTAD3-AS1,SERTAD3 antisense RNA 1
6111,6778,5578,0.072,0.0211,0.469,-2.306002,-1.0815143,1151.75,PRKCA,protein kinase C alpha
6113,6781,102723508,0.0722,0.0212,0.2441,-2.304626,-0.5624758,471.03,KANTR,KANTR integral membrane protein
6114,6782,134265,0.0723,0.0212,0.3441,-2.304067,-0.7927933,447.74,AFAP1L1,actin filament associated protein 1 like 1
6116,6784,105369719,0.0723,0.0212,0.6205,-2.303916,-1.4294869,30.91,LOC105369719,uncharacterized LOC105369719
6117,6785,10417,0.0724,0.0212,0.4275,-2.303634,-0.9849094,165.38,SPON2,spondin 2
6118,6786,387723,0.0724,0.0212,0.3045,-2.303515,-0.7014706,159.56,C10orf143,chromosome 10 open reading frame 143
6120,6791,221442,0.0725,0.0213,0.3772,-2.302721,-0.8685978,713.78,ADCY10P1,ADCY10 pseudogene 1
6121,6792,118856,0.0725,0.0213,0.4822,-2.302597,-1.1102413,21.17,MMP21,matrix metallopeptidase 21
6122,6794,84101,0.0725,0.0213,0.4271,-2.302666,-0.9835211,159.91,USP44,ubiquitin specific peptidase 44
6123,6795,123228,0.0725,0.0213,0.2889,-2.302434,-0.6652877,425.15,SENP8,"SUMO peptidase family member, NEDD8 specific"
6127,6800,693190,0.0726,0.0213,1.0793,-2.30174,-2.4841738,11.64,MIR605,microRNA 605
6128,6801,221481,0.0726,0.0214,0.735,-2.30166,-1.6917731,18.1,ARMC12,armadillo repeat containing 12
6129,6802,105377290,0.0726,0.0214,0.3783,-2.301372,-0.8706525,387.66,LOC105377290,uncharacterized LOC105377290
6132,6809,9742,0.0729,0.0215,0.3101,-2.299356,-0.7130387,1942.43,IFT140,intraflagellar transport 140
6134,6811,391622,0.0731,0.0215,0.6914,-2.298634,-1.5892327,13.88,USP17L6P,"ubiquitin specific peptidase 17 like family member 6, pseudogene"
6135,6812,102466659,0.0731,0.0215,0.4118,-2.298656,-0.9466975,34.97,MIR6515,microRNA 6515
6136,6813,1902,0.0731,0.0215,0.338,-2.29837,-0.7769049,809.39,LPAR1,lysophosphatidic acid receptor 1
6137,6814,100506881,0.0732,0.0216,0.3814,-2.297634,-0.8762577,103.87,MKLN1-AS,MKLN1 antisense RNA
6138,6815,107986401,0.0733,0.0216,0.6846,-2.297308,-1.5727886,11.93,LOC107986401,uncharacterized LOC107986401
6139,6816,102724552,0.0734,0.0216,0.2913,-2.296656,-0.6689046,94.02,RERE-AS1,RERE antisense RNA 1
6140,6817,9194,0.0734,0.0216,0.6299,-2.296489,-1.4464746,550.5,SLC16A7,solute carrier family 16 member 7
6144,6821,105374444,0.0735,0.0217,0.7079,-2.295826,-1.6251057,17.73,LOC105374444,uncharacterized LOC105374444
6145,6822,23648,0.0735,0.0217,0.2291,-2.295555,-0.5259572,569.75,SSBP3,single stranded DNA binding protein 3
6148,6826,255082,0.0737,0.0218,0.4525,-2.294302,-1.0381258,201.16,CASC2,cancer susceptibility 2
6150,6831,9627,0.0742,0.0219,0.5451,-2.291819,-1.2493518,75.7,SNCAIP,synuclein alpha interacting protein
6152,6834,79866,0.0743,0.022,0.2623,-2.291092,-0.6010125,250.3,BORA,BORA aurora kinase A activator
6153,6835,54996,0.0743,0.022,0.4204,-2.29074,-0.9630411,958.86,MTARC2,mitochondrial amidoxime reducing component 2
6154,6837,4856,0.0743,0.022,0.6062,-2.29081,-1.3886713,767.17,CCN3,cellular communication network factor 3
6158,6842,482,0.0745,0.022,0.4521,-2.289561,-1.035134,53.13,ATP1B2,ATPase Na+/K+ transporting subunit beta 2
6160,6847,83538,0.0745,0.0221,0.3288,-2.289251,-0.7527751,113.82,ODAD4,outer dynein arm docking complex subunit 4
6162,6852,105369632,0.0749,0.0222,0.4442,-2.287063,-1.0159882,20.47,LOC105369632,uncharacterized LOC105369632
6167,6859,107985253,0.0753,0.0223,0.68,-2.284697,-1.5536826,21.49,LOC107985253,uncharacterized LOC107985253
6170,6864,105378550,0.0757,0.0225,0.6389,-2.282459,-1.4583312,18.06,LOC105378550,uncharacterized LOC105378550
6173,6867,101927259,0.076,0.0226,0.6361,-2.280491,-1.4505916,21.0,LOC101927259,uncharacterized LOC101927259
6175,6871,7048,0.0762,0.0226,0.3387,-2.279568,-0.7721471,7236.75,TGFBR2,transforming growth factor beta receptor 2
6176,6872,105378816,0.0762,0.0226,0.5154,-2.27947,-1.174932,103.76,LOC105378816,uncharacterized LOC105378816
